comment,predicted_label
Masya allah selamat teh @berllian_5 ❤️ tanggal lahirnya sama kayak suami aku tepat 17 agustus hihi,relatable engagement
hahaa lucuu🙌❤️,supportive sentiment
kk kembar yaa?,product-focused response
Full,spam or irrelevant
👏🔥,spam or irrelevant
"Mode videonya bang, siang malam",relatable engagement
Yupi dah gede,supportive sentiment
gua kangen hasta yang dulu,relatable engagement
kiki😛,passive engagement
ngeri sarkas nya😂,relatable engagement
"Masyaallah tabarakallah, semoga bahagia selalu kak Tasya dan keluarga allahummabarik🫶",supportive sentiment
Muncul terus di beranda 🤣,relatable engagement
hhhaaaa,spam or irrelevant
"muka mereka keliatannya udah serius, endingnya ga dimaafin sih 😭🤣",relatable engagement
😂😂😂,spam or irrelevant
plis terima aku🧎💐,relatable engagement
diantara banyak bola kenapa pak ravie yang terpukul,supportive sentiment
cute babys,pas
Lucuuu😂😂,passive engagement
di sensor pun tetep kedengeran🙏,supportive sentiment
KAKKKKK😭😭😭😭😭😭😭,spam or irrelevant
🔥🔥🔥,spam or irrelevant
"Broo sharing dong rahasi kuat tahan lama di rnjang, gua cuma kuat 3 mnit doang dan istri sering ngeluh, Ada solusinya nggak bro??😅😅",product-focused response
Ya ampunnnn kamu udah gede 😂😂❤️,relatable engagement
sayangggg,spam or irrelevant
Boleh gak gak gacha @chen_erik,social virality
😍,spam or irrelevant
Kaget wkwk mantap bang gas cepak,supportive sentiment
Vibes nya tangled emg ga pernah gagal😭😭,relatable engagement
Keren bet gila woiii 🔥❤️,supportive sentiment
🔥👏👏,spam or irrelevant
Manusia super duper kreatif Dan inovatif sangat memginspirasi ngikutinn dri jaman kuliah.. 😍😍😍,supportive sentiment
🔥🔥🔥🔥,spam or irrelevant
"pengalamanku ka jgn sampe setres, jgn hiraukan org ngmg apapun makan makanan yg bergizi juga, dan kalo bs dbf kanan kiri. aku dulu awal mengAsihi juga gini tp alhamdulillah aku bs lewatin karna aku afirmasi diriku sendiri kalo semua ibu pasti bisa mengAsihi😍 semangatttt",supportive sentiment
Cara info pesannya gimana kak,product-focused response
Kadang lihat dinda mirip tsiji ga si😮😂👏,relatable engagement
Seruu 😍kak,supportive sentiment
Congrat bro @robbyfrlian,social virality
😍😍😍,spam or irrelevant
"You had me at waterproof and smudge proof! That sounds like a great setting spray, definitely want to check this out. Thanks for sharing.",spam or irrelevant
apa woy,pas
Lihat dri influencer yg laen. UMKM nya sepi kak. Coba makan di sana kak. Di sudut2 dekt permainan anak2 kta nya kak,relatable engagement
GORJES GORJES GURLLLL 🔥,supportive sentiment
tetap semangatt kakk adjustment pasti ada sekecil apapun in our life path.. semoga diber jalan terbaikk ❤️,supportive sentiment
Gua kira editan bang😂,relatable engagement
Bang pake kamera atau HP sama. Caranya gimana,product-focused response
My bias Adek from no na🩷,product-focused response
🤲🙏❤️🥰😍🙇🏻‍♂️,spam or irrelevant
"Sama banget bun,aq juga pernah begini 😍",supportive sentiment
"Meskipun merasa kesepian tp yakinlah Allah swt sedang mempersiapkan seseorang yg benar\ tulus mencintai mu dan juga mencintai Allah swt""",relatable engagement
Ah so cute,passive engagement
Bikin sketsa gunung nya gmana kak😍🔥🔥🔥,supportive sentiment
Kak edit foto yang 6 itu pake apk apa,relatable engagement
Congrats Sonia! Ikut bangga 🇮🇩,supportive sentiment
Keren terus 🔥,supportive sentiment
@pipop_2105 @rayatimaharajja @anggii920 kyak gni lh we mksud ku kmren pengen nangis tpi jngan di depan umum cukup 1 ruangan aj😂,social virality
Let him keep the dressssss,supportive sentiment
Takutttt makkk😂😂😂,relatable engagement
"Deket dukuh zamrud bukan sih, soalnya sering lewat",relatable engagement
🍻🍻,spam or irrelevant
Ya allah ci anak saya suka bgt liad vlog yuka chan sehat² cici sekeluarga @amerossaaaaa,relatable engagement
🤍💖,spam or irrelevant
😍😍😍,spam or irrelevant
Yuka lucu banget,supportive sentiment
Eh ada @bintanggrendiss pantes kyk kenal ☺,product-focused response
kawaii 🫶🏻 @laurabas 🌳,social virality
Mawar Eva yang softspoken ketemu Aldo yang …… wkwkwkwk,product-focused response
Kayaknya lebih gampang ngapalin beda aspal di Indonesia dan luar negeri deh dibanding tiang listrik,relatable engagement
@anggianggi_19,spam or irrelevant
Wkwk ckk,pas
Selamat ya kak semoga samawa sampai Jannah ✨❤️❤️,supportive sentiment
Gurihh,spam or irrelevant
Full gas,pas
@fatiafs kok iso ya mahalini bar lahiran langsing bgt😢,product-focused response
Keren dan ispuratif sekalu,supportive sentiment
Asikkkk bgt😍😍😍,supportive sentiment
bener bener kembar ya qaqq,relatable engagement
🔥,spam or irrelevant
Love you ❤,supportive sentiment
Sounds like a good one to try,supportive sentiment
Gilak menyala kali,supportive sentiment
Karna takut mengecewakan pembeli karna sebenarnya yang membuat foto itu bagus bukan hanya karna hpnya tapi juga karna skillnya,relatable engagement
Alhamdulillah di kasih rezeki sukanya kopi hitam pahit/asam,supportive sentiment
❤️,spam or irrelevant
"kak, kamu udah keliatan cooltone di awal reels 😭",relatable engagement
The daddies vs the debbies 😍😍😍,supportive sentiment
awasss aja ada yg ganggu keluarga namaste iniii 👊🏻,product-focused response
Keren... Asli kerennnn,supportive sentiment
🔥,spam or irrelevant
cantik banget🥺❤️,passive engagement
😂😂😂 gawaat nih cepu-nya kaka Kana gemesss,relatable engagement
prettyyy,spam or irrelevant
Ya ampun mbaknyaaa 😍😍😍,supportive sentiment
😍😍😍😍,spam or irrelevant
Ikutan berkaca2 liatnya😢,supportive sentiment
@bagasyufa gimana ?,product-focused response
😍😍😍,spam or irrelevant
Definisi menikah dengan orang yang tepat 👏,supportive sentiment
"Pake atas bawah gimana, Chaaa. Cant choose!! 🤣",product-focused response
❤️,spam or irrelevant
Congrats ya @sinisukanthony & @mitziabigail God Bless 😇,social virality
"sumpah ya No Na ini muka nya ciri khas Asia semua , ga ada yg minus, cakep2 smua 😍🔥",supportive sentiment
Happy birthday jaccc🫶🏻,supportive sentiment
"gw kalo punya inner sound ky gini, udah gw tabrak tu pintu sampe pecah njer, bacot kalian! grumpyang, kerumah sakit",relatable engagement
Rantang is back hahaha,supportive sentiment
Harga diriku jg luntur grgr dibeliin ramen 😭😭 @damangajiraga,product-focused response
Minal minum🙏🙏,passive engagement
Kelakuan di luar nurul @rfamuziah 😂😂😂,relatable engagement
Salah satu hidden gem nih 😍,supportive sentiment
❤️,spam or irrelevant
"Baru jg kita bahas semalam,eh konten ini nongol di tl ku 😂 @nugrahenidikaseptiningtyas",social virality
Seru banget ya ini,relatable engagement
Ngedit kayak gitu berapa lama mas?,product-focused response
congratulations!! 🇮🇩❤️,supportive sentiment
KEREN BGT,pas
Mamanya pasti seneng tuh dibawain oleh2 pastry sama @amritsaraje 😂😍,supportive sentiment
HAHAHAHHA,spam or irrelevant
teman teman yuk kita report postingan ini biar di take down😇,supportive sentiment
nice layout bre🔥,supportive sentiment
@abotun ทำไมเราตีกันแบบนี้ไม่ได้,spam or irrelevant
"Behhh sampai sini, capenya 😂",relatable engagement
omg omg,pas
Mirip irpan hakin yah yg minjem seratus itu😂😂 maaf,relatable engagement
Sexy 😍,supportive sentiment
Aihh luar biasa kawan kita satu ini,supportive sentiment
Barokallohulakuma 🤲🏻🤲🏻✨,supportive sentiment
Bawang merah dan bawang putihnya digoreng jd bawang goreng atau digoreng utuh spt buat sambel terasi (gak sampek kering)? Cabe merah keritingnya jg digoreng spt buat sambel terasi atau sampek kering?,supportive sentiment
wen ia 50jt mau😢,relatable engagement
hasta ga baca grup wa yaaa? pake merah sendiri😂,relatable engagement
Tapi kadang suami nya ga mau gantian 😢,product-focused response
GILA GILA GILA😍😍😍😍😍😍😍😍❤️❤️❤️❤️❤️❤️,spam or irrelevant
@alfahmiafif,spam or irrelevant
Da ceuk aku mah bisa lah ke pi atau Mw,relatable engagement
Mampir2 dong bang @gerrygirianza ... 🙌,social virality
Prouddd!,spam or irrelevant
#teamrobs !!!,social virality
"lucuuuw syekali maca (mama caca) kuuuu, sbntr lagi mau punya adik bayik🤏🏻😍",supportive sentiment
hai barbieee❤️,passive engagement
This is amazing!,supportive sentiment
@mariniysff 😭,social virality
"Kok keren sih , aku aja 400 cuma dapet 1 😂",relatable engagement
kerennn bangett moms😍,supportive sentiment
🔥🔥,spam or irrelevant
ALWAYS KERENNN😍😍🔥🔥,supportive sentiment
ADEKKKKK,spam or irrelevant
wiliam makin gantengg😭😭,supportive sentiment
❤️❤️❤️,spam or irrelevant
@youtuber.cupu mirip,pas
🙌🙌🙌🙌,spam or irrelevant
Apa boleh sekeren ini Tiff 👏❤️,supportive sentiment
😭😭😭😭😭😭😭😭,spam or irrelevant
Masyaallah langgeng trs panutanku lancar2 ya sampai lahiran sehat2 trs ka Tasya dan debay nntinya bahagia trs yah 🥹❤️❤️,supportive sentiment
"sholawattin aja duluu,mna tau dikabulkan wkwk",relatable engagement
Suhuuu 🔥🔥🔥🔥,supportive sentiment
Tombol setuju kak sarwendah cantik banget👉,relatable engagement
Aku salah satu pendukung dia di INTM karena dia berani jadi diri sendiri walaupun di benci dan memang hasilnya bagus bagus good jolie🔥,supportive sentiment
MANG HEBAT QMU @_dindayasmin 🔥,supportive sentiment
Kerenn😍,supportive sentiment
Terus berproses ya mat!,supportive sentiment
Cctv merk ezviz laris bener yak,relatable engagement
Dari tadi Ampe di ulang ini bener gak sihh postingan nya kok gitu hahaha😂,relatable engagement
🔥,spam or irrelevant
🔥,spam or irrelevant
Agen mossad di roasting 😂,relatable engagement
anjer kirain bahasa spanyol😂,relatable engagement
coachh aku yg di lottee tauuu nama aku mauraa,relatable engagement
😍,spam or irrelevant
❤️,spam or irrelevant
Barakallahu lakuma wa baraka alaykuma wa jama a bayna kuma fii khayr 🤲🤲 selamat kak @satasyaaa 🥰😇🩷,supportive sentiment
Spill bajunyaa kak,product-focused response
MORAAAAAAA😭🔥,passive engagement
🔥🙌,spam or irrelevant
Hbd kak asri,spam or irrelevant
Aku lelah tapi aku ga sendiri🥺🙌,relatable engagement
Main ke jambi dong kak ajakin bang @gerrygirianza,social virality
ka vamells nya cakep editornya cakepp ngeditnya 🔥 emang uda pas polll,relatable engagement
Burung ichibos kan aak😂,relatable engagement
🤣🤣🤣,spam or irrelevant
Jual pentol sekalian jual diri🔥,supportive sentiment
Juara ga sehhh,supportive sentiment
warnett 😭,passive engagement
Celibrity crush❤️❤️❤️,passive engagement
MasyaAllah Tabarakaallah 😍,supportive sentiment
@fitriananq14 sekli minta cuma semenit,social virality
Keren🔥,supportive sentiment
Seruu 🔥,supportive sentiment
ip ya bang,relatable engagement
Aduuuhh😍,supportive sentiment
Bocah ajaib using corong ajaib 🥹,supportive sentiment
kaaa cek dm ya aku butuh buat briesmaid,relatable engagement
abii dan anakk samaa' cakepppp😘😘😘,supportive sentiment
aku kalo jd kakak nya nangis tekewer kewer 😭,relatable engagement
"Manyun, posisinya sudah direbut anak baru @_rezaghifari",social virality
👏👏,spam or irrelevant
Kalo cakep mah cakep aja 🔥,supportive sentiment
Kangen liat suaminya main di lapangan bulu tangkis 😢 btw congratz yaaa 🤍,supportive sentiment
Kak kerennn,pas
Ada sapi fisip,product-focused response
Gak expect si halda muncul 😭,relatable engagement
Cowo aku ganteng bgt😍,supportive sentiment
Inspirasiku❤️,passive engagement
Sherlock Holmes berubah jadi Felix Holmes😭,supportive sentiment
"Wiiiihhhh keren bangeeeeettt... Congrats ya dear jadi salah satu dari 8 orang yg terpilih, so proud of you sist 🥰🤍",supportive sentiment
best papa❤️,passive engagement
info lokasi bang?😃🙌🏻,product-focused response
sekilas kaya karinaa🔥🔥❤️,supportive sentiment
Keren 😍,supportive sentiment
Masih dia juga.. 😤 @edwardsimbolon88,social virality
Enjoys de heavens gus🌻,supportive sentiment
"gimana kita mau kemana-mana, kalo langkah pertama aja gamau kita mulai😔 panutan aing ini mah🔥",product-focused response
Sesakit itukah,pas
❤️🔥,spam or irrelevant
walau video seperti gempa akan tetap ku trabas 🤣,relatable engagement
P @dude.duu @unfilledbottlesss,social virality
Keren bangetttt 🙌🔥🙌,supportive sentiment
merkuncrit mana yg bikin imut2 gini? 🫵🏻🤣,relatable engagement
😍😍😍😍🔥,spam or irrelevant
masih bisa kebayang lagi rasa wedang ronde nya🥺 @robiaddawiyah,social virality
😍,spam or irrelevant
😍😍😍,spam or irrelevant
"duh cakep benerrr, ga pake mumet bed leveling ini mah.",relatable engagement
❤️❤️❤️,spam or irrelevant
Cantik bgt 😍,supportive sentiment
Cantik banget orangnyaa❤️❤️ keren pula lagu new 😍,supportive sentiment
IYAAAA IHHH,pas
@eri.aprlni 👌,social virality
😍😍,spam or irrelevant
maaf lahir bathin olippp,supportive sentiment
!!!!😍😍😍😍,spam or irrelevant
Idolaa 🤩😍,supportive sentiment
Pesona Ex member😍❤️,supportive sentiment
Kerenlah,spam or irrelevant
2222222222222222🔥🔥🔥🔥,spam or irrelevant
Gelo bu dawgh🤘🏻,relatable engagement
"kapan\ ke batam lagi cii😍😍 ditunggu 🔥💙""",supportive sentiment
Level introvert : radit,spam or irrelevant
"Nontonin yuka mulu, grgr paksu nonton jd keikut skrg 😂 ditmbh emg yuka bawel bgtt jd suka nontonnya 😍",supportive sentiment
Gk ekspek big size nya SUPER BIG 😭 abis nya berapa abad ini busett,product-focused response
Notifikasinya cukup mengganggu mas 🙏🏻,supportive sentiment
Sallfok Sama caption nya emoji Bintang🌟,relatable engagement
❤️😍,spam or irrelevant
"ustadz felix agen....😂😂😂 niat menjatuhkan org malah dpt fame , rasain lu permadiaktivis",relatable engagement
🔥🔥🔥,spam or irrelevant
💍,spam or irrelevant
Congratzzzzzz❤️🔥,passive engagement
Congrats bro 🙌🙌 @ryanwibawa,supportive sentiment
Kadev,spam or irrelevant
"\Aku juga tau tuhanmu\""""",relatable engagement
WWOOOOOWWWWW JEONGMAL!!! OMG!!!! Aku ikut nangis bacanya😭😭😭 Aku ikut bangga banget sama kakak! Finally kakak keliatan sama mereka💜 I feel you kak!! Dan ini bener-bener bersejarah banget🥺💜✨,relatable engagement
🤍🤍,spam or irrelevant
Ada psht anjai,product-focused response
Soto jaman SD kak Bella ini mah 😍😍memang GK pernah salah deh soto ini... Rasa GK pernah berubah 😍😍👏👏,supportive sentiment
semangat gantenk😍,supportive sentiment
HAHAHAH rempong yahh😂,relatable engagement
Bisa dijadiin toppings jugaaaa!!! 😍😍😍,supportive sentiment
🔥🔥🔥,spam or irrelevant
@uci_saini anjaii mohaan,social virality
Terpantau @uan.kaisar uda like postingan diltodddd 😍,supportive sentiment
W,spam or irrelevant
Omg Bright liked 😍,supportive sentiment
wOw🔥,passive engagement
@zo__glasss kembaranmu nih,social virality
Sedang berusaha untuk keluar dari zona nyaman tapi ga ada kegiatan selain sekolah 😢,product-focused response
Idola kami ini kurangnya apa sih 😍😍,supportive sentiment
Eh Sayang Aku. ❤️❤️❤️❤️,relatable engagement
🤍✨,spam or irrelevant
iloveyou outfit ibokkk😍😍😍😍,supportive sentiment
