post_caption,predicted_label
"Udah gak perlu bingung lagi kalo kalian lagi cari laptop, karena sekarang kalian tinggal langsung aja datengin ROG Exclusive Store yang ada di daerah Pantai Indah Kapuk. Buat kalian yang yang butuh laptop gaming gue ada rekomendasi buat kalian, ASUS TUF Gaming A14 FA401UU. Laptop nya ringan tapi kuat (ini serius), karena selain kuat buat dipake gaming, juga tahan banting karena udah military grade durability juga. Udah dilengkapi juga dengan prosesor AMD Ryzen™ 7 8845HS dan NVIDIA® GeForce RTX™ 4050 jadi ya proper buat main game triple A. Ada promo cashback juga untuk pembelian sampai akhir Juni 2025, jadi jangan sampai ketinggalan cuyyy. @asusid #ASUSID #PilihTUF #TUFGamingA14",product-focused
"Ini bukan keluhan, ini cuma komedi kok. RESPECT",no meaningful message
life's been so good lately 🍀,no meaningful message
jogja always has a special place in my heart 🫶🏻,no meaningful message
woy,no meaningful message
"thank you @togeproductions for inviting me to your playtest 🙂‍↕️ had so much fun playing the game, meeting these amazing people, and spending time in your cozy office. can't wait for the game to release! will definitely play it on my streams and support you guys 🫶🏻 (maaf hampir pingsan di kantor anda ya maklum darah rendah suka kleyengan mendadak hhe terima kasih banyak @syahlatameera_ and team for taking care of me 😄🤚🏻)",personal storytelling
jangan apa?,no meaningful message
"Eid Mubarak semua✨ Semoga kita semua menjadi orang-orang yang lebih baik dari sebelumnya, dan dijauhkan dari segala bentuk kesyirikan🤲🏻 Anyeong akhirnya collab!!! iya ngga @shohibulfikri",engagement-inviting
SELAMAT HARI RAYA IDUL FITRI 1446 H • • • MINAL AIDZIN WAL FAIDZIN MOHON MAAF LAHIR DAN BATIN🙏🏻 • • • Semoga Sekeluarga mendapatkan kebahagiaan dan berkah di Idul Fitri . • • Taqobalallohu minna waminkum 🙏🏻😇 • • LISA & KELUARGA 🙏🏻🩷 • • 📸 : @oxxaphotography Makeup : @echaramadiyah,engagement-inviting
"• Alhamdulillah BAMTC 🥇 • Always proud to have you , Because you are cool ☺️",no meaningful message
mainan muraaaaaaaah tapi keren pol @toyspedia @emcotoys #mainanseru #mainanviral #pockettitans #mainanrobotmini #minifigurekeren #robotaction #rakitanrobot #connectcollectcombine #emcotoys #toyspedia #rakitanrobot #battlearmor #reels #reelsinstagram #robot #mainananak,product-focused
"Gasing modern yg bikin ketagihan, Gyrotron dari @emcotoys @toyspedia #gyrotron #emcotoys #toyspedia #battlegyrotron #mainananak #mainanviral #fatherandson #reelsinstagram #reels #reviewmainan #toysreview #unboxingmainan #unboxingtoys #adayinmylife #emco #toys #toysunboxing",product-focused
Mainan Dino bisa jadi Bulldozer atau racing Car cuma ada di @toyskingdom #gogodino #toyskingdom #creatingsmiles #review #reviewmainan #rex #ping #tomo #viki #dinosaur #dino #stopmotion #stopmotionanimation #mainananak #mainanviral #reelsvideo #reels #reelsinstagram #fatherandson #kids #toys,product-focused
Dolan tipis2... tipisss banget 🫣🤣 . . Yg penting happy ya nak 😘,no meaningful message
Another sesh of get ready with me Glasses: @sunset.eyewear Shirt: @ralphlauren Jeans: @slow.and,product-focused
"Help me choose! Get ready with me (to a meeting) and help this girl out, so sunglasses or glasses? Both from @sunset.eyewear which you should check out asap! Lemme tell you they have great collections with super affordable price, I swear you, you'll be shock! Plus the best part is lensa yang aku pakai itu Blue Control, ini penting karena aku mostly kerja depan computer or my gadget kan. Oh mine is Sunglasses SGPCCP6201 Optical TRCP28007 Lalu! Yes aku punya promo code untuk kalian! Pakai code EVITA15 untuk diskon 15% via Website & WhatsApp (tanpa batas penggunaan, min. belanja 70K). #SunsetEyewear #GoodGlassesforEveryone",engagement-inviting
Apa iya? IB: @didi_w88,no meaningful message
Why wasn't I? Wearing @dumaofficial Song: Beth McCarthy - She Gets the Flowers,product-focused
Serving dimples and breaking hearts ♥️ guess I'm playing mixed doubles now,no meaningful message
"Wandering through 155 years of Penhaligon's where every scent tells a story, and each bottle comes with a British charm ✨ The @penhaligons fragrances are truly one of a kind — a perfect blend of luxury and quirky charm, full of character in every spray. Even the bottles are collectible-worthy! Every bottle looks like a collectible piece of art too, I want them all 😩🫶 But here is my (current) top picks : Heartless Helen, Kiss of Bliss, Dandy, Terrible Teddy… and the list keep growing 🙃 still exploring and sniffing my way through the rest lol 📸 : @arrofimoez",product-focused
"Finally managed to get a table at this viral steakhouse! The cozy ambiance, reasonable prices, and—most importantly—unlimited fries make this place worth the visit. We, of course, had to try the PICCA's signature Picanha steak. It's tender, juicy, and full of flavor. We also went for their seasonal specials: Pasta ai Gamberi and Grilled Seabass, which were both surprisingly good! But honestly? Radit and I agree, the real star of the night was the homemade fries. So addictive, we couldn't stop asking for refills LOL 🤣🍟 Definitely coming back. Solid pick for an easy, casual satisfying dinner. 📍PICCA Steakroom @picca.steakroom",personal storytelling
Kak @dinar.amanda for @buttonscarves 🤍 . #makeupbydaniella #makeupartistindonesia #makeup #makeupartistjakarta #MUAjakarta #graduationmakeup #weddingmakeup #riaspengantin #fashionmakeup #MUAindo #MUAtangerang #makeupcourse #kursusmakeup #kursusmakeupjakarta #makeupakad #makeupnikah #makeupresepsi #kursusmakeup #kursusmakeupjakarta,engagement-inviting
"BTS moments. the sun showed no mercy ☀️💥, + surprise visit from Maxy and dad = one for the books! 🎥🤍 📸 : @melpintju",personal storytelling
"\Where the box becomes the runway\"" Produced by @publiq.project Photograph by @harionohalim Make up by @ranggibeautyartisan Stylist & wardrobe by @carolinemeliala Wearing @amotsyamsurimuda Hair by @byfarhanabil Venue @publiqstudio Jacket by @katespadeny @kanmogroup.fashion Cc by @robby.tarakamgmt""",product-focused
G' Mornin - A quiet routine that keeps my skin balanced with Caudalie Vinopure. #SkincareRoutine #Vinopure #MinimalSkincare #Caudalie,product-focused
"Broken white, denim, and a pop of red 🍒 Can't wait for you to wear this top too — launching soon @arcollectionn_",call-to-action
Court time = Love time. Just a typical family hangout🎾,engagement-inviting
"on creativity & imperfections — this particular episode of @fashionneurosis_bellafreud with @jw_anderson was utterly calming for me :-) peeling so many layers about art, creative process, Challengers (!!!), and life itself, with its peculiar imperfections. and the classic psychological therapy concept? sooo comfortable to watch",personal storytelling
"Swam and dived into one's soul through the space he created for him to be a home. And in this very exact moment, words and depiction don't really matter anymore. No. 11 is no longer only be my phone's homescreen. Geoffrey Bawa No. 11, Colombo, Sri Lanka September 2024",personal storytelling
"My first ever @jfwofficial walk for @gelap.ruangjiwa. Couldn't thank @_______runa enough for choosing me as the muse of the show, so glad to be a part of your creative mind and soul. I will forever be smiling inside whenever I'm thinking about this moment. 🖤",personal storytelling
the warm summer calls for les beiges golden hour all products available to shop through @chanel.beauty boutiques and e-shop @time.international,engagement-inviting
"how's your weekend rest going to be? mine, it's going to be a new routine with @dewisrispa_mt #DewiSriSpa #MarthaTilaar #naturalskincare #bodycare #bodyscrub",engagement-inviting
2024 was 💩 but learning to count my blessings! 🫶🏻,no meaningful message
i promise this is my last post about this painting!!! 😂 detail shot of madonna-whore 🩵 check the last slide for sketch! ✨,personal storytelling
"A full view of Adam & Eve 🍏🐍 - Fun fact: According to some Jewish beliefs (also in Biblical Hebrew) the snake that encouraged Eve to eat the apple was Lilith, Adam's first wife. 🐍🍎🤯 Some people believe that Lilith was the woman implied in Genesis 1:27 and was made from the same clay as Adam. Because she was made from the same clay, she refused to be submitted to her husband, Adam, and left the perfection of the Garden of Eden. Three angels tried in vain to force her return but she did not want to, thus making her the first woman to deny the orders of God and Man. She wanted to be equal to Adam. 👀 Awhile later, God made Eve out of Adam's rib. Of course, traditional catholicsm denied this story... what do you think of Lilith? 🤔⛪️👇",personal storytelling
we on a diff tax bracket 😩,no meaningful message
@littledoodlefest dumps!!! 💚,no meaningful message
technology advancement is one of the things that still shocks me till this day!😱 #LAROCHEPOSAYID #SKINLIFECHANGE #LRPSKINSTORY #LRPSUPPERSUMS,personal storytelling
who do you think wins the serum spray battle?👀,engagement-inviting
Makeup has never been better since this skin set up I've done for a while now! Do y'all do skin prep before applying makeup?👀 #LAROCHEPOSAYID #SKINLIFECHANGER #MELAB3 #ANTIFLEKHITAM #BYEBYEFLEKHITAM,engagement-inviting
People be really trusting of anyone these days… but anyway! what is your love language though?👀 #LoveLanguage #Whats_Your_LoveLanguage #TOMORROW_X_TOGETHER #TXT,engagement-inviting
Me 🤝 Cicaplast Baume B5+ #larocheposayid #skinlifechanger #supermoisturizer #cicacovered #cicacoveritall,product-focused
"'mana hatimu' out this friday, january 26th🌙",no meaningful message
don't worry darling✨ photographer @bejanawaktu art @pascalmarciano makeup & hair @nathasaagnes @urfidonaly @hairteler stylist @inndahwulansari @feliciayafaa studio @8hillstudio,product-focused
who is she? photographer : @bejanawaktu mua & hairdo : @nathasaagnes @hairteler @urfidonaly stylist : @inndahwulansari @feliciayafaa art : @pascalmarciano,product-focused
us again🥂✨💋,no meaningful message
"last one from the half marathon last sunday, i swear. GOD, i used to hate running (not that I love it now). just 7 months ago, i couldn't even manage 5km without stopping or walking. but here i am, running 21km++ non-stop — my longest one everrrr, and surprisingly super enjoyable. another side quest checked off the list — on to the next one!",personal storytelling
"Setelah di restui, lalu di antar sekeluarga untuk akad nikah... — Nails by @jewelbeautyofficial Customized engagement ring by @karvijewelry Frame mahar by @seserahan_byegumanti Organized by @marteeweddingplanner — #willbeGreethwithAdit",product-focused
"What a journey!! Seruu sekali dari program Shinjin Ken, jadi MC acara halal bihalal, MC gathering, foto annual report, foto calendar kantor, EO segala event sebelum merger.. dan kerja beneran nya yaaa ✨😋 Di DM banyak yg tanya kenapa dan apa konsiderasi nya... nanti aku share lagi ya!",personal storytelling
"Came for the fun, stayed for the lessons 🎾💡💪 6th place finish but grew my patience, mindset, and maybe my volley too? 😜🧠🔥 Vibes were 10/10!",personal storytelling
"First tournament, second place! 🥈 Had the best time (and partner!) with @nonawilly16 — every rally, every laugh, every moment was a win 💛 #BeyondTheMatchVol1",personal storytelling
aku seperti kiwi tapi twinning w birthday gurl 🫶🏻,no meaningful message
"tolong jemput aku aja pls @iben_ma🙏🏼 hehe kebiasaan bengong kalo jalan, alhasil nyasar di kota sendiri. untung nyasarnya berfaedah dikit kali ini HAHAH #NoWashNoWasWas #sunsilkid @sunsilkid",call-to-action
"pasar baru recap: my head scarf is a lil bit off??, RIP to my fav film camera💔 but a bowl of bakmi saved the day",personal storytelling
my precious little baby jenglot🥰❤️💫,no meaningful message
may dumPPPPPP,no meaningful message
check check CHECK IT OUTTTTT,no meaningful message
"A little something I never leave home without — my forever floral pick. Jo Malone's Frangipani Flower, a limited-edition scent inspired by the quiet beauty of Bali: sun-drenched petals, warm breeze, and the kind of effortless elegance only the island knows 🌼🌊 #JoMaloneLondonID #BrilliantBlossoms",personal storytelling
Exploring Jakarta without itinerary? No need to worry! Kalian bisa coba ikutin itinerary dari @wardahbeauty 🌱👀🌞 . #WardahSunscreenOfTheYear #WardahSOTYReview,engagement-inviting
"So little, yet so full of kindness 🤍",no meaningful message
Finally found the right way to moisturize my skin before makeup!,no meaningful message
🐿️🍄🥥💌🤎,no meaningful message
Welcome to Indonesia Tim Cook !,no meaningful message
Cara bikin watermark Shot On iPhone ‼️ #iphonetrick,no meaningful message
ini sih kelebihan kalau kita pake dualsim ! apa apa jadi mudah karna kalau sim 1 ngelag bisa langsung pindah ke sim 2 gw sendiri pake eSIM dari smartfren #smartfren #smartfreneSIM #SayaPakeDua #LebihHemat #100PersenUntukIndonesia @smartfrenworld,product-focused
Tempered glass biar hasil selfie ga butek ‼️#temperedglass,no meaningful message
Jgn fomo download ios 26 developer beta ‼️ #ios26,no meaningful message
"still about the outstanding #MuglerParty in Singapore! A celebration of all things #Mugler, had an immersive olfactive experience with #muglerangel and #mugleralien displayed at the venue. @muglerofficial 🛸",personal storytelling
behind the 🎥 with these amazing and talented women! 🤍 @makeoverid #HianTjenXMakeOverAFW #StayGorgeousAllWays #ArabFashionWeek,no meaningful message
"Effortless style, incredible fit, and craftsmanship that speaks for itself, Levi's®️ Blue Tab at its best 💙 @Levis @Levis_SEA #FollowTheBlueTab #ブルータブのある世界へ",product-focused
never a single dull moment with you x,no meaningful message
"tinted, juicy, and super hydrating! the new @skintificid Peptide Brightening Lip Serum is chef's kiss 💋 my favorite is in the shade Pink Berry",product-focused
"Izin ibu ketua dan mba mba sayang terimakasih untuk kebersamaannya🤗 Senangnya bisa sharing bikin keterampilan Chunky bag sama ibu ibu anggota kesayangan yang kreatif, ceria dan chentylita🫶🏼 Selain bikin tas, kita jg sharing cara memilih packaging untuk product dan photo product sederhana sebagai bekal mereka bikin usaha. Gak sulit kok! cukup butuh chunky yarn, waktu (15-20menitan) dan Niat pastinya. Itu udh jadi product yang paling sederhana Hahaha What's next?",personal storytelling
"Terimakasih masbojo, sudah membawaku ke duniamu yang cukup menantang, tapi seru juga! Bisa punya keluarga baru diperantauan, bisa berpetualang entah kemana takdir membawa kita, dan hidupku sangat warna warni dengan kisah yang berbeda setiap harinya. Walau tidak selalu cerah, tapi selalu ada yang membuat warnanya indah. Hidup damai dengan apa yang kita punya, belajar selalu bersyukur karena banyak belum tentu cukup, sedikit belum tentu kurang. Semoga langkah kita selalu dalam ridhoNya. Membawa kebahagiaan dan bermanfaat untuk banyak orang. Karena dimana kaki berpijak, disitu pula cerita dikenang❤️ Another me, Ny. Anggika.",personal storytelling
Hai! Styling paling gampang andalan aku🫶🏻 #bellmirsoutfithacks Vol.1,engagement-inviting
"Tepat di hari Tasyakuran kk bayi terdapat hari bahagia kami juga dimana usia pernikahan kami menginjak 3th. Ya mungkin sebagian org akan bilang “yak baru seumur jagung” gpp kok hehe tapi kami tetap bersyukur, bisa tetap romantis dan bahagia, kami tidak akan pernah malu mengungkapkan rasa sayang kami depan org banyak karena kami sama2 bersyukur saling memiliki satu sama lain, bisa sama2 berjuang baik senang maupun susah sekalipun terkadang namanya perjalanan selalu ada kerikil INSYAALLAH kami tetap saling menjaga dan percaya. Terima Kasih pph @deemzputra1130 yg selalu memberikan perhatian luar biasa dan memberikan kasih sayang berlimpah sehingga ALLAH memberikan kita pelengkap yg INSYAALLAH sebentar lg akan Launching. I LOVE YOU MORE THAN YOU KNOW PAPAH 😘. Dan banyak2 terima kasih buat semua vendor yg sudah membuat rangkaian acara tasyakuran kk bayi menjadi sangat berkesan dan indah sekali, dari hasil make up yg semua org pada nanya make upnya apa bagus bgt 🤭😬 trus backdropnya lucu banget, trus WO yg luar biasa mau direpotin dan sangat profesional, trus lagi rangkaian adat yg sakral dan menjadi momen yg ga bisa dilupain 😘🥰😍 • All package: @ovii_makeup Makeup: @ovii_makeup WO: @erka_event.project Fg: @kanagrafi Dekorasi: @bantumanten.project Upacara adat: @edisusantomc #soulnusantara",personal storytelling
